event_name,date,fighter_1_name,fighter_2_name,fighter_1_str,fighter_2_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,fighter_1_pass,fighter_2_pass,weight_class,win_method,win_round,win_time,winner,fight_url
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Louis Smolka,Neil Seery,23,21,6,0,5,3,9,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9f56b3c053c44060
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Cody Pfister,Yosdenis Cedeno,15,26,5,0,0,1,5,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b90eded8d6b65e8f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Yoel Romero,Lyoto Machida,42,31,1,0,0,0,1,0,Middleweight,"KO/TKO, Elbows",3,1:38,fighter_1,http://www.ufcstats.com/fight-details/42d09ca167ecae07
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Lorenz Larkin,Santiago Ponzinibbio,64,33,0,0,0,0,1,0,Welterweight,"KO/TKO, Punches",2,3:07,fighter_1,http://www.ufcstats.com/fight-details/87b0475688168a42
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Antonio Carlos Junior,Eddie Gordon,40,12,4,0,1,0,4,0,Middleweight,"SUB, Rear, Naked, Choke",3,4:37,fighter_1,http://www.ufcstats.com/fight-details/5b51610a9c8c88ef
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Thiago Santos,Steve Bosse,3,0,0,0,0,0,0,0,Middleweight,"KO/TKO, Kick",1,0:29,fighter_1,http://www.ufcstats.com/fight-details/7ad6511fb5fb28a4
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Hacran Dias,Levan Makashvili,17,37,3,2,1,0,1,1,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/72d6996a60856b5f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Alex Oliveira,Joe Merritt,11,23,5,0,2,0,6,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fd80d6d9f4e54387
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Leandro Silva,Lewis Gonzalez,28,21,3,2,0,0,3,2,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/babfd62f1d4a43a8
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Tony Sims,Steve Montgomery,10,9,0,0,0,0,0,0,Welterweight,"KO/TKO, Punch",1,2:43,fighter_1,http://www.ufcstats.com/fight-details/665e9a25c5d8c17f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Sirwan Kakai,Danny Martinez,52,59,5,0,0,0,1,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/913d6763b570d060
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Joanna Jedrzejczyk,Jessica Penne,126,25,0,0,0,0,0,0,Women's Strawweight,"KO/TKO, Punches",3,4:22,fighter_1,http://www.ufcstats.com/fight-details/2f0cbf0502173a79
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Tatsuya Kawajiri,Dennis Siver,22,22,4,0,0,1,5,0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c1322d09e8b6efca
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Peter Sobotta,Steve Kennedy,6,3,2,0,1,0,2,0,Welterweight,"SUB, Rear, Naked, Choke",1,2:57,fighter_1,http://www.ufcstats.com/fight-details/008d0158831dcbd4
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Nick Hein,Lukasz Sajewski,54,26,1,0,0,0,1,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/951ccd0041bd1700
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Makwan Amirkhani,Masio Fullen,0,1,1,0,2,0,1,0,Featherweight,"SUB, Rear, Naked, Choke",1,1:41,fighter_1,http://www.ufcstats.com/fight-details/447462bc8e540f10
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Mairbek Taisumov,Alan Patrick,23,17,0,0,0,0,0,0,Lightweight,"KO/TKO, Kick",2,1:30,fighter_1,http://www.ufcstats.com/fight-details/0b98d84a2795f7f8
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Arnold Allen,Alan Omer,23,35,1,2,1,0,0,2,Featherweight,"SUB, Guillotine, Choke",3,1:41,fighter_1,http://www.ufcstats.com/fight-details/cd7fd3f034717d3c
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Noad Lahat,Niklas Backstrom,62,11,1,4,1,1,4,4,Featherweight,M-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7045f8c1d5f6abff
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Scott Askham,Antonio Dos Santos,11,11,0,0,0,0,0,0,Middleweight,"KO/TKO, Punch",1,2:52,fighter_1,http://www.ufcstats.com/fight-details/e00da416750f75a9
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Magomed Mustafaev,Piotr Hallmann,18,29,0,2,0,0,0,0,Lightweight,KO/TKO,2,3:24,fighter_1,http://www.ufcstats.com/fight-details/08cbd4c521831adf
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Taylor Lapilus,Ulka Sasaki,31,16,0,1,0,0,0,0,Bantamweight,"KO/TKO, Punches",2,1:26,fighter_1,http://www.ufcstats.com/fight-details/312c742e614f8993
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Fabricio Werdum,Cain Velasquez,96,88,1,4,1,0,0,1,Heavyweight,"SUB, Guillotine, Choke",3,2:13,fighter_1,http://www.ufcstats.com/fight-details/93f1b09aa792405e
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Eddie Alvarez,Gilbert Melendez,31,37,3,0,0,0,0,0,Lightweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fd776d7b554a85d0
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Kelvin Gastelum,Nate Marquardt,59,18,1,0,0,0,2,0,Middleweight,KO/TKO,2,5:00,fighter_1,http://www.ufcstats.com/fight-details/dc93921bd9342341
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Yair Rodriguez,Charles Rosa,56,39,1,5,2,0,1,4,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/243e5e9b6678f303
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Tecia Torres,Angela Hill,32,27,2,0,0,0,4,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3b6dfd089301d16e
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Henry Cejudo,Chico Camus,62,48,1,0,0,0,0,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/28c33e9353dac666
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Efrain Escudero,Drew Dober,1,0,0,0,1,0,0,0,Lightweight,"SUB, Guillotine, Choke",1,0:54,fighter_1,http://www.ufcstats.com/fight-details/47e8726b301f3f32
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Patrick Williams,Alejandro Perez,2,0,0,0,1,0,0,0,Bantamweight,"SUB, Guillotine, Choke",1,0:23,fighter_1,http://www.ufcstats.com/fight-details/c7bc785e99d3ee2a
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Johnny Case,Francisco Trevino,40,34,4,0,0,0,6,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b2b6cf87cde17136
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Cathal Pendred,Augusto Montano,17,21,4,0,0,0,3,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ac2887a0855a3266
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Gabriel Benitez,Clay Collard,60,34,0,6,1,0,1,3,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/0452dd001f4adb6e
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Dan Henderson,Tim Boetsch,12,3,0,0,0,0,0,0,Middleweight,"KO/TKO, Punch",1,0:28,fighter_1,http://www.ufcstats.com/fight-details/97febb293c99e5a8
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Ben Rothwell,Matt Mitrione,5,8,0,0,1,0,0,0,Heavyweight,"SUB, Guillotine, Choke",1,1:54,fighter_1,http://www.ufcstats.com/fight-details/09f67db0cfaee022
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Dustin Poirier,Yancy Medeiros,27,6,1,0,1,0,1,0,Lightweight,"KO/TKO, Punches",1,2:38,fighter_1,http://www.ufcstats.com/fight-details/f930743af6564795
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Brian Ortega,Thiago Tavares,41,39,0,6,1,0,2,4,Featherweight,"KO/TKO, Punch",3,4:10,fighter_1,http://www.ufcstats.com/fight-details/29c7cb102ddd7ec4
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Anthony Birchak,Joe Soto,16,1,0,0,0,0,0,0,Bantamweight,"KO/TKO, Punch",1,1:37,fighter_1,http://www.ufcstats.com/fight-details/cad44cd2466fb68f
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Francisco Rivera,Alex Caceres,5,0,0,0,0,0,0,0,Bantamweight,"KO/TKO, Punch",1,0:21,fighter_1,http://www.ufcstats.com/fight-details/c611e81778c0b1fc
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Shawn Jordan,Derrick Lewis,23,6,3,0,0,0,5,0,Heavyweight,"KO/TKO, Kick",2,0:48,fighter_1,http://www.ufcstats.com/fight-details/5b0fcecc55bebd5c
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Omari Akhmedov,Brian Ebersole,15,2,0,0,0,0,0,0,Welterweight,KO/TKO,1,5:00,fighter_1,http://www.ufcstats.com/fight-details/245009a9e1a0f60b
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Chris Wade,Christos Giagos,32,28,4,0,0,0,3,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a7c04dc830923313
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Joe Proctor,Justin Edwards,67,63,0,2,3,0,0,0,Lightweight,"SUB, Guillotine, Choke",3,4:58,fighter_1,http://www.ufcstats.com/fight-details/3caa22209cb559b7
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Jake Collier,Ricardo Abreu,67,47,0,3,0,0,0,1,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c39da8538d9c0321
UFC_Fight_Night-Boetsch_vs_Henderson,"June 06, 2015",Jose Quinonez,Leonardo Morales,2,3,1,0,2,0,3,0,Bantamweight,"SUB, Rear, Naked, Choke",1,2:34,fighter_1,http://www.ufcstats.com/fight-details/5a36c9362552e0dc
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Carlos Condit,Thiago Alves,75,34,2,0,0,1,5,0,Welterweight,KO/TKO,2,5:00,fighter_1,http://www.ufcstats.com/fight-details/8801fbb87bdedbe3
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Charles Oliveira,Nik Lentz,64,37,1,2,2,1,2,5,Featherweight,"SUB, Guillotine, Choke",3,1:10,fighter_1,http://www.ufcstats.com/fight-details/ff64fc34065565d0
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Alex Oliveira,KJ Noons,3,7,3,0,1,0,2,0,Welterweight,"SUB, Rear, Naked, Choke",1,2:51,fighter_1,http://www.ufcstats.com/fight-details/bf658320ccd69021
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Francimar Barroso,Ryan Jimmo,46,35,0,0,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/6a9ea8e420a52a21
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Francisco Trinaldo,Norman Parke,66,25,0,4,0,0,0,2,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d4a309663a4da799
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Darren Till,Wendell Oliveira,25,22,0,0,0,0,1,0,Welterweight,"KO/TKO, Elbows",2,1:37,fighter_1,http://www.ufcstats.com/fight-details/61d6b591430b6e25
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Rony Jason,Damon Jackson,5,5,0,3,1,0,0,0,Featherweight,"Overturned, Triangle, Choke",1,3:31,,http://www.ufcstats.com/fight-details/9968d308e97c6531
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Jussier Formiga,Wilson Reis,21,28,4,0,0,0,4,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d6c02b4bb64ff795
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Nicolas Dalby,Elizeu Zaleski dos Santos,41,57,6,0,0,0,1,0,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7af604e5aa43bb3b
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Mirsad Bektic,Lucas Martins,39,7,3,0,0,0,2,0,Featherweight,"KO/TKO, Punches",2,0:30,fighter_1,http://www.ufcstats.com/fight-details/e54fe354981fe3e7
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Juliana Lima,Ericka Almeida,41,13,3,0,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/109674a1ee00f55d
UFC_Fight_Night-Condit_vs_Alves,"May 30, 2015",Tom Breese,Luiz Dutra,26,21,0,0,0,0,1,0,Welterweight,"KO/TKO, Punches",1,4:58,fighter_1,http://www.ufcstats.com/fight-details/0c5640433ba44a1b
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Daniel Cormier,Anthony Johnson,23,23,3,1,3,0,4,0,Light Heavyweight,"SUB, Rear, Naked, Choke",3,2:39,fighter_1,http://www.ufcstats.com/fight-details/530fb0d1a26fc57a
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Chris Weidman,Vitor Belfort,46,18,1,0,0,0,2,0,Middleweight,"KO/TKO, Punches",1,2:53,fighter_1,http://www.ufcstats.com/fight-details/318460613b6018e9
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Donald Cerrone,John Makdessi,71,72,0,0,0,0,0,0,Lightweight,"KO/TKO, Kick",2,4:44,fighter_1,http://www.ufcstats.com/fight-details/bee780601ad13583
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Andrei Arlovski,Travis Browne,51,15,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punches",1,4:41,fighter_1,http://www.ufcstats.com/fight-details/652a73f4bf7f1932
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Joseph Benavidez,John Moraga,63,42,4,0,0,0,8,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3a25be6438e3f94a
UFC_187-Johnson_vs_Cormier,"May 23, 2015",John Dodson,Zach Makovsky,31,37,2,0,0,0,1,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/6257627ba49e42ab
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Dong Hyun Kim,Joshua Burkman,30,20,1,0,1,0,2,0,Welterweight,"SUB, Arm, Triangle",3,2:13,fighter_1,http://www.ufcstats.com/fight-details/c2f0a53cd67e1736
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Rafael Natal,Uriah Hall,45,43,1,1,0,0,2,0,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b34c608bdfa655e8
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Colby Covington,Mike Pyle,26,16,2,0,0,2,2,2,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/0c36a08b1bf60f45
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Islam Makhachev,Leo Kuntz,32,7,3,0,1,0,3,0,Lightweight,"SUB, Rear, Naked, Choke",2,2:38,fighter_1,http://www.ufcstats.com/fight-details/3c3da227fbe36a28
UFC_187-Johnson_vs_Cormier,"May 23, 2015",Justin Scoggins,Joshua Sampo,64,35,1,1,0,0,0,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/419d8143afbcd61c
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Frankie Edgar,Urijah Faber,83,48,5,0,0,0,2,0,Featherweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/7d60cb78ea70fae0
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Gegard Mousasi,Costas Philippou,56,9,4,0,0,0,6,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/1caec47dc08613a7
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Mark Munoz,Luke Barnatt,35,42,9,1,0,0,3,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3b463d688d598a72
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Neil Magny,Hyun Gyu Lim,43,15,2,0,0,0,6,0,Welterweight,"KO/TKO, Punches",2,1:24,fighter_1,http://www.ufcstats.com/fight-details/14a40f30e0cb22c9
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Phillipe Nover,Yui Chul Nam,12,29,6,2,0,1,0,3,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/093ca77f7f7219f6
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Levan Makashvili,Mark Eddiva,27,32,7,0,0,0,4,0,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/4702ef17c48bf1d1
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Jon Tuck,Tae Hyun Bang,13,12,0,1,1,0,2,0,Lightweight,"SUB, Rear, Naked, Choke",1,3:56,fighter_1,http://www.ufcstats.com/fight-details/1e176413438fabd5
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Kajan Johnson,Lipeng Zhang,20,20,3,1,1,0,1,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/97c302628f231da3
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Jingliang Li,Dhiego Lima,13,6,0,0,0,0,0,0,Welterweight,"KO/TKO, Punches",1,1:25,fighter_1,http://www.ufcstats.com/fight-details/00684df5ed23e6ca
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Ning Guangyou,Royston Wee,46,18,2,0,0,0,0,0,Bantamweight,"KO/TKO, Punch",2,4:59,fighter_1,http://www.ufcstats.com/fight-details/80551dceed42e7ab
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Jon Delos Reyes,Roldan Sangcha-an,23,27,1,2,3,0,3,3,Flyweight,"SUB, Rear, Naked, Choke",2,3:13,fighter_1,http://www.ufcstats.com/fight-details/49749ee78bc54a48
UFC_Fight_Night-Edgar_vs_Faber,"May 16, 2015",Yao Zhikui,Nolan Ticman,9,52,1,0,0,0,0,0,Flyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c13b2493018fc98b
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Stipe Miocic,Mark Hunt,113,33,6,0,0,0,5,0,Heavyweight,"KO/TKO, Punches",5,2:47,fighter_1,http://www.ufcstats.com/fight-details/57b986d06bde71c2
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Robert Whittaker,Brad Tavares,10,2,0,0,0,0,0,0,Middleweight,"KO/TKO, Punch",1,0:44,fighter_1,http://www.ufcstats.com/fight-details/7ec24848cac6c5a1
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Sean O'Connell,Anthony Perosh,20,3,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punches",1,0:56,fighter_1,http://www.ufcstats.com/fight-details/0fa31c9f7495810b
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",James Vick,Jake Matthews,10,4,0,1,1,0,1,0,Lightweight,"SUB, Guillotine, Choke",1,4:53,fighter_1,http://www.ufcstats.com/fight-details/418b6f692abe9e35
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Dan Hooker,Hatsu Hioki,21,32,0,2,0,0,0,1,Featherweight,"KO/TKO, Kick",2,4:13,fighter_1,http://www.ufcstats.com/fight-details/4f722e80eadb6d2f
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Kyle Noke,Jonavin Webb,31,23,0,2,0,2,1,2,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/43baf5b905686ebf
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Sam Alvey,Daniel Kelly,8,2,0,0,0,0,0,0,Middleweight,"KO/TKO, Punch",1,0:49,fighter_1,http://www.ufcstats.com/fight-details/f208b79b0d78045b
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Bec Rawlings,Lisa Ellis,21,7,0,1,1,0,2,1,Women's Strawweight,"SUB, Rear, Naked, Choke",1,4:09,fighter_1,http://www.ufcstats.com/fight-details/e4549c57faca7a64
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Bradley Scott,Dylan Andrews,42,25,1,1,1,1,2,0,Middleweight,"SUB, Guillotine, Choke",2,4:54,fighter_1,http://www.ufcstats.com/fight-details/8a39075a9ffaa971
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Alex Chambers,Kailin Curran,44,81,2,2,2,0,0,1,Women's Strawweight,"SUB, Armbar",3,3:15,fighter_1,http://www.ufcstats.com/fight-details/d1c4c06780cbd36e
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Brendan O'Reilly,Vik Grujic,42,59,6,1,1,1,2,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/979269d4ab5784af
UFC_Fight_Night-Miocic_vs_Hunt,"May 09, 2015",Ben Nguyen,Alptekin Ozkilic,27,15,0,1,0,0,0,0,Flyweight,"KO/TKO, Punch",1,4:59,fighter_1,http://www.ufcstats.com/fight-details/398f4857f9692204
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Demetrious Johnson,Kyoji Horiguchi,66,31,14,1,1,0,6,0,Flyweight,"SUB, Armbar",5,4:59,fighter_1,http://www.ufcstats.com/fight-details/6c2097664ac1bf16
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Rampage Jackson,Fabio Maldonado,99,67,0,1,0,0,0,0,Catch Weight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/4669c07f3cc9e35f
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Michael Bisping,CB Dollaway,75,47,0,2,0,0,0,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ccbbf1ccd4513551
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",John Makdessi,Shane Campbell,47,25,0,0,0,0,0,0,Catch Weight,"KO/TKO, Punch",1,4:53,fighter_1,http://www.ufcstats.com/fight-details/0c74e600ded0de97
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Thomas Almeida,Yves Jabouin,31,20,0,1,0,0,0,0,Bantamweight,"KO/TKO, Punches",1,4:18,fighter_1,http://www.ufcstats.com/fight-details/78f1457371e2ef6b
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Patrick Cote,Joe Riggs,21,21,3,2,1,0,6,5,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/591699203b264f6c
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Alexis Davis,Sarah Kaufman,34,65,1,0,1,0,1,0,Women's Bantamweight,"SUB, Armbar",2,3:07,fighter_1,http://www.ufcstats.com/fight-details/6b532f492e98d22f
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Chad Laprise,Bryan Barberena,84,94,0,1,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/48f23cc8cc5ad9a9
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Olivier Aubin-Mercier,David Michaud,49,17,3,0,1,0,2,0,Lightweight,"SUB, Rear, Naked, Choke",3,1:35,fighter_1,http://www.ufcstats.com/fight-details/0590fb4acc06fa93
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Nordine Taleb,Chris Clements,36,17,6,0,0,1,5,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/059dcd0b3b8e0a3f
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Valerie Letourneau,Jessica Rakoczy,38,46,2,1,2,1,4,2,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/71e123d40fff9edb
UFC_186-Johnson_vs_Horiguchi,"April 25, 2015",Randa Markos,Aisling Daly,18,27,2,2,1,1,4,1,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ab475a3a4487d6d3
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Luke Rockhold,Lyoto Machida,23,13,1,0,2,0,4,0,Middleweight,"SUB, Rear, Naked, Choke",2,2:31,fighter_1,http://www.ufcstats.com/fight-details/5965800d88e0677c
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Jacare Souza,Chris Camozzi,6,7,1,0,1,0,1,0,Middleweight,"SUB, Armbar",1,2:33,fighter_1,http://www.ufcstats.com/fight-details/f4717203e762d780
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Max Holloway,Cub Swanson,82,56,0,0,3,0,2,0,Featherweight,"SUB, Guillotine, Choke",3,3:58,fighter_1,http://www.ufcstats.com/fight-details/f22d193f3ab42bc5
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Paige VanZant,Felice Herrig,67,28,2,0,0,1,6,1,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/e2b4130c7b1ff8bc
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Beneil Dariush,Jim Miller,27,11,2,0,1,3,11,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2bcb878e9d02b8f7
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Ovince Saint Preux,Patrick Cummins,18,14,0,1,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",1,4:54,fighter_1,http://www.ufcstats.com/fight-details/c19f394f3c237789
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Gian Villante,Corey Anderson,70,111,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",3,4:18,fighter_1,http://www.ufcstats.com/fight-details/6b92396d42918366
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Aljamain Sterling,Takeya Mizugaki,32,13,3,0,1,0,2,0,Bantamweight,"SUB, Arm, Triangle",3,2:11,fighter_1,http://www.ufcstats.com/fight-details/2230a5dbc0907859
UFC_on_FOX-Machida_vs_Rockhold,"April 18, 2015",Tim Means,George Sullivan,48,39,2,0,1,0,2,0,Welterweight,"SUB, Arm, Triangle",3,3:41,fighter_1,http://www.ufcstats.com/fight-details/bd246b9789f88e1c
