event_name,date,fighter_1_name,fighter_2_name,fighter_1_str,fighter_2_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,fighter_1_pass,fighter_2_pass,weight_class,win_method,win_round,win_time,winner,fight_url
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Mizuki Inoue,Yanan Wu,93,123,0,0,0,0,0,0,Women's Flyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/5f900e4437e079b3
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Anthony Hernandez,Junyong Park,59,81,6,0,1,0,1,0,Middleweight,"SUB, Anaconda, Choke",2,4:39,fighter_1,http://www.ufcstats.com/fight-details/8182dbc752c71137
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Su Mudaerji,Andre Soukhamthath,93,23,1,0,0,0,3,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/09b91014bd88f815
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Da-Un Jung,Khadis Ibragimov,81,88,0,1,1,0,0,1,Light Heavyweight,"SUB, Guillotine, Choke",3,1:59,fighter_1,http://www.ufcstats.com/fight-details/5ff390f7bbf2bec8
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Damir Ismagulov,Thiago Moises,71,36,0,0,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/060dfbc982c6c4ef
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Heili Alateng,Danaa Batgerel,36,85,3,0,0,0,2,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2e001d8c2f6106fc
UFC_Fight_Night-Andrade_vs_Zhang,"August 31, 2019",Karol Rosa,Lara Procopio,171,165,0,0,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a072be4f806d360f
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Stipe Miocic,Daniel Cormier,123,181,1,1,0,0,0,2,Heavyweight,"KO/TKO, Punches",4,4:09,fighter_1,http://www.ufcstats.com/fight-details/6921344f8e706d0f
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Nate Diaz,Anthony Pettis,114,69,1,0,0,1,4,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f2ce79565c0820dd
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Paulo Costa,Yoel Romero,118,125,0,1,0,0,0,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3e16a71836e85212
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Sodiq Yusuff,Gabriel Benitez,34,24,0,0,0,0,0,0,Featherweight,"KO/TKO, Punch",1,4:14,fighter_1,http://www.ufcstats.com/fight-details/ea43a5fe4ff9a3c4
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Derek Brunson,Ian Heinisch,81,58,2,0,0,0,1,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2eb56023c4a54504
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Khama Worthy,Devonte Smith,21,15,0,0,0,0,0,0,Lightweight,"KO/TKO, Punch",1,4:15,fighter_1,http://www.ufcstats.com/fight-details/2671de30a1736f51
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Cory Sandhagen,Raphael Assuncao,62,45,0,4,0,0,0,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fba7d6a42f137938
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Drakkar Klose,Christos Giagos,99,87,2,2,0,1,2,2,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/25e1d17d072227c6
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Casey Kenney,Manny Bermudez,43,37,2,3,1,0,7,6,Catch Weight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/29de6ddc42a2e674
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Hannah Cifers,Jodie Esquibel,70,43,1,3,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/8ebd6e9d41a51e31
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Kyung Ho Kang,Brandon Davis,50,77,3,1,0,0,3,0,Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/445d0d44091b902a
UFC_241-Cormier_vs_Miocic_2,"August 17, 2019",Sabina Mazo,Shana Dobson,108,33,4,0,0,0,3,0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/51f955029dbf6978
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Valentina Shevchenko,Liz Carmouche,42,18,1,0,0,0,3,0,Women's Flyweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/9d80bd1f92d23dfa
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Vicente Luque,Mike Perry,84,87,0,0,1,0,0,0,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7feadf01c5920285
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Eduardo Garagorri,Humberto Bandenay,65,32,1,4,0,0,1,2,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/aef94727eb3897df
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Volkan Oezdemir,Ilir Latifi,64,18,0,1,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",2,4:31,fighter_1,http://www.ufcstats.com/fight-details/f7cce33f6563dd72
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Rodolfo Vieira,Oskar Piechota,18,22,3,0,1,0,4,0,Middleweight,"SUB, Arm, Triangle",2,4:26,fighter_1,http://www.ufcstats.com/fight-details/8da94b2c1c0443d4
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Enrique Barzola,Bobby Moffett,83,90,3,0,0,0,0,0,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/4dd3035430a5ed43
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Gilbert Burns,Aleksei Kunchenko,42,47,3,0,0,0,2,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/1019f2a9c012e949
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Ciryl Gane,Raphael Pessoa,15,7,0,0,1,0,1,0,Heavyweight,"SUB, Arm, Triangle",1,4:12,fighter_1,http://www.ufcstats.com/fight-details/1d8a86d37c7ef3d3
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Marina Rodriguez,Tecia Torres,84,41,1,0,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d93b589bcec80ffe
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Rogerio Bontorin,Raulian Paiva,8,3,2,0,0,0,1,0,Flyweight,KO/TKO,1,2:56,fighter_1,http://www.ufcstats.com/fight-details/cb4dd24535ef2d94
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Chris Gutierrez,Geraldo de Freitas,48,40,1,2,0,0,0,4,Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/4c489b3c9d14cbc9
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Alex Da Silva,Kazula Vargas,17,20,3,0,0,0,4,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/975159720cfd0103
UFC_Fight_Night-Shevchenko_vs_Carmouche_2,"August 10, 2019",Veronica Macedo,Polyana Viana,1,1,0,1,1,0,0,1,Women's Flyweight,"SUB, Armbar",1,1:09,fighter_1,http://www.ufcstats.com/fight-details/494042bf96730bc0
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Colby Covington,Robbie Lawler,179,78,10,0,0,0,0,0,Welterweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/e139628170777bef
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Jim Miller,Clay Guida,2,2,0,0,1,0,0,0,Lightweight,"SUB, Guillotine, Choke",1,0:58,fighter_1,http://www.ufcstats.com/fight-details/e96d929f8207a3e0
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Nasrat Haqparast,Joaquim Silva,21,15,0,0,0,0,0,0,Lightweight,"KO/TKO, Punch",2,0:36,fighter_1,http://www.ufcstats.com/fight-details/dbbd17b6995f014b
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Gerald Meerschaert,Trevin Giles,6,8,1,1,1,0,2,5,Middleweight,"SUB, Guillotine, Choke",3,1:49,fighter_1,http://www.ufcstats.com/fight-details/dc49373c52eedaa3
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Scott Holtzman,Dong Hyun Ma,44,16,1,1,0,0,3,0,Lightweight,KO/TKO,2,5:00,fighter_1,http://www.ufcstats.com/fight-details/1d9f862a47540785
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Kennedy Nzechukwu,Darko Stosic,50,60,0,4,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/cd6b799ec79c489a
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Mickey Gall,Salim Touahri,50,48,1,0,0,0,1,2,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f4bd11655adeb078
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Antonina Shevchenko,Lucie Pudilova,16,6,0,1,3,0,1,1,Women's Flyweight,"SUB, Rear, Naked, Choke",2,1:20,fighter_1,http://www.ufcstats.com/fight-details/326de7f7ec9e7035
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Matt Schnell,Jordan Espinosa,3,5,0,0,1,0,0,0,Flyweight,"SUB, Triangle, Choke",1,1:23,fighter_1,http://www.ufcstats.com/fight-details/60162c95d921d1ae
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Lauren Murphy,Mara Romero Borella,24,22,0,1,0,0,1,1,Women's Flyweight,"KO/TKO, Knee",3,1:46,fighter_1,http://www.ufcstats.com/fight-details/e3acb789f7dcd34c
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Claudio Silva,Cole Williams,32,2,1,0,1,0,1,0,Welterweight,"SUB, Neck, Crank",1,2:35,fighter_1,http://www.ufcstats.com/fight-details/f6ab2eec90980ac0
UFC_Fight_Night-Covington_vs_Lawler,"August 03, 2019",Miranda Granger,Hannah Goldy,61,55,0,0,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/94560d1dc6248347
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Max Holloway,Frankie Edgar,129,96,0,1,0,0,0,0,Featherweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/c4704eab5e2f51b8
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Cris Cyborg,Felicia Spencer,122,38,0,0,0,0,1,0,Women's Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/240e9389cca3bd18
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Geoff Neal,Niko Price,41,24,2,0,0,0,2,1,Welterweight,"KO/TKO, Punches",2,2:39,fighter_1,http://www.ufcstats.com/fight-details/e186bd5e556f1b5e
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Arman Tsarukyan,Olivier Aubin-Mercier,47,23,2,0,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7ed98f8d1ffae082
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Krzysztof Jotko,Marc-Andre Barriault,40,39,1,1,0,0,0,0,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/dbca9f6bb7290c0d
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Viviane Araujo,Alexis Davis,67,68,2,0,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/dfa2fda311df08cf
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Hakeem Dawodu,Yoshinori Horie,80,39,0,0,0,0,0,0,Featherweight,"KO/TKO, Kick",3,4:09,fighter_1,http://www.ufcstats.com/fight-details/10b31e991c2d0d4e
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Gavin Tucker,SeungWoo Choi,37,23,5,2,2,0,3,2,Featherweight,"SUB, Rear, Naked, Choke",3,3:17,fighter_1,http://www.ufcstats.com/fight-details/25c4013fc187762a
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Deiveson Figueiredo,Alexandre Pantoja,67,61,2,2,0,0,2,0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/bc1787883f9328be
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Gillian Robertson,Sarah Frota,29,9,2,0,0,0,4,0,Women's Flyweight,"KO/TKO, Elbows",2,4:13,fighter_1,http://www.ufcstats.com/fight-details/68c77a11b2d308dd
UFC_240-Holloway_vs_Edgar,"July 27, 2019",Erik Koch,Kyle Stewart,37,23,4,0,0,0,4,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d47fd8fc3886f86c
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Leon Edwards,Rafael Dos Anjos,92,81,3,0,0,0,2,0,Welterweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/816662e622987a14
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Walt Harris,Aleksei Oleinik,4,1,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punch",1,0:12,fighter_1,http://www.ufcstats.com/fight-details/15ce105716441c54
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Greg Hardy,Juan Adams,36,3,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punches",1,0:45,fighter_1,http://www.ufcstats.com/fight-details/88b1d4f951070f83
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Dan Hooker,James Vick,22,7,0,0,0,0,0,0,Lightweight,"KO/TKO, Punch",1,2:33,fighter_1,http://www.ufcstats.com/fight-details/9d6b46a3cf5ec494
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Alexander Hernandez,Francisco Trinaldo,25,25,0,0,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c92308bbd6107b11
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Andrei Arlovski,Ben Rothwell,152,70,0,0,0,0,0,0,Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f065dc596a08a258
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Alex Caceres,Steven Peterson,94,67,0,2,0,0,0,2,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/96d33e46267d4eaf
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Raquel Pennington,Irene Aldana,47,52,1,0,0,0,1,0,Women's Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/017e0b7e864b0aa3
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Klidson Abreu,Sam Alvey,36,28,1,0,0,0,1,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f711b3ec6bc3c407
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Jennifer Maia,Roxanne Modafferi,83,29,0,0,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/dd51d1aed9536da6
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Ray Borg,Gabriel Silva,15,8,6,1,1,0,7,1,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/bc01ce748a5723df
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Mario Bautista,Jinsoo Son,129,95,0,2,0,0,0,1,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/24bcade0007c2246
UFC_Fight_Night-Dos_Anjos_vs_Edwards,"July 20, 2019",Felipe Colares,Domingo Pilarte,23,11,2,2,0,1,1,1,Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c5259566abc552b1
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Germaine de Randamie,Aspen Ladd,4,0,0,0,0,0,0,0,Women's Bantamweight,"KO/TKO, Punch",1,0:16,fighter_1,http://www.ufcstats.com/fight-details/edc87836fd998929
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Urijah Faber,Ricky Simon,11,4,0,0,0,0,0,0,Bantamweight,"KO/TKO, Punch",1,0:46,fighter_1,http://www.ufcstats.com/fight-details/75b1533cc3cafae9
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Josh Emmett,Mirsad Bektic,27,10,0,0,0,0,1,0,Featherweight,"KO/TKO, Punches",1,4:25,fighter_1,http://www.ufcstats.com/fight-details/138cb102906573f2
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Karl Roberson,Wellington Turman,50,25,0,4,0,2,1,7,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a7cf716f5d73b558
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Marvin Vettori,Cezar Ferreira,78,39,2,0,0,0,2,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9b0de83b4e504bf6
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Mike Rodriguez,John Allan,70,55,0,4,0,3,0,3,Light Heavyweight,Overturned,3,5:00,,http://www.ufcstats.com/fight-details/aa6a9aeeb45577d4
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Andre Fili,Sheymon Moraes,19,11,0,0,0,0,0,0,Featherweight,"KO/TKO, Punch",1,3:07,fighter_1,http://www.ufcstats.com/fight-details/b436dda934059631
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Julianna Pena,Nicco Montano,45,38,2,3,0,0,2,5,Women's Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/60be02c5566c8348
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Ryan Hall,Darren Elkins,36,29,0,0,1,0,0,0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/37a8c442fb38db75
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Jonathan Martinez,Liu Pingyuan,32,27,0,0,0,0,0,0,Bantamweight,"KO/TKO, Knee",3,3:54,fighter_1,http://www.ufcstats.com/fight-details/ad63c30e22e63344
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Brianna Van Buren,Livinha Souza,72,23,3,2,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2d42ef44ad2470e1
UFC_Fight_Night-De_Randamie_vs_Ladd,"July 13, 2019",Benito Lopez,Vince Morales,54,64,0,0,0,0,0,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/358468724d7d4322
UFC_239-Jones_vs_Santos,"July 06, 2019",Jon Jones,Thiago Santos,59,43,0,0,0,0,0,0,Light Heavyweight,S-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/8fcdfee81cc604e3
UFC_239-Jones_vs_Santos,"July 06, 2019",Amanda Nunes,Holly Holm,17,11,0,0,0,0,0,0,Women's Bantamweight,"KO/TKO, Kick",1,4:10,fighter_1,http://www.ufcstats.com/fight-details/69c06be4f87ccdab
UFC_239-Jones_vs_Santos,"July 06, 2019",Jorge Masvidal,Ben Askren,3,0,0,0,0,0,0,0,Welterweight,"KO/TKO, Flying, Knee",1,0:05,fighter_1,http://www.ufcstats.com/fight-details/70af72a72b31fe4d
UFC_239-Jones_vs_Santos,"July 06, 2019",Jan Blachowicz,Luke Rockhold,30,14,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",2,1:39,fighter_1,http://www.ufcstats.com/fight-details/531d9676d767da66
UFC_239-Jones_vs_Santos,"July 06, 2019",Michael Chiesa,Diego Sanchez,47,7,5,1,0,0,8,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/feaffeb1af7e82ef
UFC_239-Jones_vs_Santos,"July 06, 2019",Arnold Allen,Gilbert Melendez,102,23,1,0,0,0,0,0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c48af5eafb532d0a
UFC_239-Jones_vs_Santos,"July 06, 2019",Marlon Vera,Nohelin Hernandez,10,22,1,1,1,0,2,1,Bantamweight,"SUB, Rear, Naked, Choke",2,3:25,fighter_1,http://www.ufcstats.com/fight-details/7dc551f8153bd053
UFC_239-Jones_vs_Santos,"July 06, 2019",Claudia Gadelha,Randa Markos,40,25,0,0,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7fe0cec2b0f1c146
UFC_239-Jones_vs_Santos,"July 06, 2019",Song Yadong,Alejandro Perez,8,1,0,0,0,0,0,0,Bantamweight,"KO/TKO, Punch",1,2:04,fighter_1,http://www.ufcstats.com/fight-details/00f4b6184f6315d0
UFC_239-Jones_vs_Santos,"July 06, 2019",Edmen Shahbazyan,Jack Marshman,13,0,1,0,1,0,2,0,Middleweight,"SUB, Rear, Naked, Choke",1,1:12,fighter_1,http://www.ufcstats.com/fight-details/e9f00c16810e0e61
UFC_239-Jones_vs_Santos,"July 06, 2019",Chance Rencountre,Ismail Naurdiev,4,21,2,2,0,0,4,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f6a03399c7a721cd
UFC_239-Jones_vs_Santos,"July 06, 2019",Julia Avila,Pannie Kianzad,49,33,0,1,0,0,2,0,Women's Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/934b44ddcb3d95e6
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Francis Ngannou,Junior Dos Santos,9,4,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punch",1,1:11,fighter_1,http://www.ufcstats.com/fight-details/4e71dbef18157288
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Joseph Benavidez,Jussier Formiga,50,15,0,1,0,0,1,1,Flyweight,"KO/TKO, Punches",2,4:47,fighter_1,http://www.ufcstats.com/fight-details/2418af6da44fd361
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Demian Maia,Anthony Rocco Martin,3,22,3,0,0,0,4,2,Welterweight,M-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/5fcf65d4de66c970
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Vinc Pichel,Roosevelt Roberts,60,31,3,2,1,0,6,2,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2b01da1699f0305f
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Drew Dober,Polo Reyes,16,5,0,0,0,0,0,0,Lightweight,"KO/TKO, Punches",1,1:07,fighter_1,http://www.ufcstats.com/fight-details/966bf043577f8b6a
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Alonzo Menifield,Paul Craig,8,7,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",1,3:19,fighter_1,http://www.ufcstats.com/fight-details/c770192a9f3261cd
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Ricardo Ramos,Journey Newson,40,38,3,0,0,1,3,0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/8f5d5dd10a167cc0
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Eryk Anders,Vinicius Moreira,11,2,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",1,1:18,fighter_1,http://www.ufcstats.com/fight-details/c0982b3919cc74f0
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Jared Gordon,Dan Moret,48,34,2,2,0,1,5,4,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3f8c6e31ebbe54bc
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Dalcha Lungiambula,Dequan Townsend,32,13,4,0,0,0,4,0,Light Heavyweight,"KO/TKO, Punch",3,0:42,fighter_1,http://www.ufcstats.com/fight-details/7ce7075951c9aa31
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Amanda Ribas,Emily Whitmire,21,7,2,0,2,0,3,0,Women's Strawweight,"SUB, Rear, Naked, Choke",2,2:10,fighter_1,http://www.ufcstats.com/fight-details/e460bf4db340ca9e
UFC_Fight_Night-Ngannou_vs_Dos_Santos,"June 29, 2019",Maurice Greene,Junior Albini,37,19,0,0,0,0,2,0,Heavyweight,"KO/TKO, Punch",1,3:38,fighter_1,http://www.ufcstats.com/fight-details/9ba051e0f5674108
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Chan Sung Jung,Renato Moicano,16,0,0,0,0,0,2,0,Featherweight,"KO/TKO, Punch",1,0:58,fighter_1,http://www.ufcstats.com/fight-details/aec1339028f3416c
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Randy Brown,Bryan Barberena,89,47,0,0,0,0,0,1,Welterweight,"KO/TKO, Kick",3,2:54,fighter_1,http://www.ufcstats.com/fight-details/4096b302747d47b3
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Andre Ewell,Anderson Dos Santos,73,35,0,2,0,0,0,4,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/8f1b727757a60c07
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Andrea Lee,Montana De La Rosa,73,14,1,5,0,1,2,0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/13129c1f044fdd47
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Kevin Holland,Alessio Di Chirico,58,51,0,2,0,0,0,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b1da312483a974b3
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Dan Ige,Kevin Aguilar,71,33,1,1,0,0,3,0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f047e3605f8852d8
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Ashley Yoder,Syuri Kondo,75,23,1,0,0,1,8,0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/6e9cf53cd87e1b7e
UFC_Fight_Night-Moicano_vs_The_Korean_Zombie,"June 22, 2019",Luis Pena,Matt Wiman,87,24,1,1,1,0,7,0,Lightweight,"KO/TKO, Punches",3,1:14,fighter_1,http://www.ufcstats.com/fight-details/ab4862ea4cbd0750
