fighter_url,first_name,last_name,nickname,height_inches,weight_lbs,reach_inches,stance,wins,loss,draws,belt
http://www.ufcstats.com/fighter-details/f54200f1dfb9b5d4,Aleksander,Emelianenko,,78.0,255.0,,Orthodox,23,7,0,False
http://www.ufcstats.com/fighter-details/b8da6f5c80ae2d15,Fedor,Emelianenko,The Last Emperor,72.0,230.0,74.0,Orthodox,36,5,0,False
http://www.ufcstats.com/fighter-details/dc0f07928009a127,Rob,Emerson,The Saint,69.0,155.0,70.0,Orthodox,18,12,0,False
http://www.ufcstats.com/fighter-details/e00a3dee329a51f7,Jamall,Emmers,Pretty Boy,70.0,145.0,74.0,Orthodox,17,5,0,False
http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41,Josh,Emmett,,66.0,145.0,70.0,Orthodox,16,2,0,False
http://www.ufcstats.com/fighter-details/e3f443e4cbc3da8f,Marius,Enache,,71.0,155.0,,,3,3,0,False
http://www.ufcstats.com/fighter-details/d2f310b5b072e986,Kevin,Engel,The Hitman,74.0,170.0,,,5,1,0,False
http://www.ufcstats.com/fighter-details/330bafba312face4,Oliver,Enkamp,,72.0,170.0,77.0,Switch,7,2,0,False
http://www.ufcstats.com/fighter-details/d238217e0f8ea8e1,Alex,Enlund,,70.0,145.0,,Orthodox,14,2,0,False
http://www.ufcstats.com/fighter-details/daf9be103c1edbbd,Kenny,Ento,Tha' Dragon,74.0,192.0,,,14,15,0,False
http://www.ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,Ian,Entwistle,Enty,65.0,135.0,,Orthodox,9,3,0,False
http://www.ufcstats.com/fighter-details/993d385f5a475375,Andy,Enz,Tank Mode,75.0,185.0,78.0,Orthodox,10,4,0,False
http://www.ufcstats.com/fighter-details/bc7cf284c1c2f16e,Won Jin,Eoh,,67.0,160.0,,Orthodox,5,5,1,False
http://www.ufcstats.com/fighter-details/984b0c4c6e773a1c,Josh,Epps,,,130.0,,,6,7,0,False
http://www.ufcstats.com/fighter-details/7b9a85e5ff31ef47,Tom,Erikson,The Big Cat,75.0,280.0,,Orthodox,9,4,1,False
http://www.ufcstats.com/fighter-details/22061ff217907c78,Konstantin,Erokhin,,71.0,230.0,,Orthodox,9,3,0,False
http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian,Erosa,Juicy J,73.0,145.0,74.0,Southpaw,24,9,0,False
http://www.ufcstats.com/fighter-details/74061adb224be3cc,Nick,Ertl,,69.0,155.0,,,8,6,0,False
http://www.ufcstats.com/fighter-details/c26ea30823f37316,Chel,Erwin-Davis,The First Sun,72.0,170.0,,,5,1,0,False
http://www.ufcstats.com/fighter-details/f7ede18b4ec4ec1f,Bobby,Escalante,,,130.0,,,5,6,0,False
http://www.ufcstats.com/fighter-details/0e4daed84a8f39a6,Eric,Esch,Butterbean,71.0,350.0,,Orthodox,15,10,1,False
http://www.ufcstats.com/fighter-details/b36874652ed7715d,Pro,Escobedo,,,205.0,,,1,0,0,False
http://www.ufcstats.com/fighter-details/5df17b3620145578,Cole,Escovedo,Apache Kid,67.0,135.0,72.0,Orthodox,17,9,0,False
http://www.ufcstats.com/fighter-details/83fd97284f4bb4a4,Efrain,Escudero,Hecho En Mexico,69.0,155.0,71.0,Orthodox,28,12,0,False
http://www.ufcstats.com/fighter-details/ed220e87bef0cc64,Evan,Esguerra,,,145.0,,,8,7,0,False
http://www.ufcstats.com/fighter-details/d910665038efc639,Carla,Esparza,Cookie Monster,61.0,115.0,63.0,Orthodox,17,6,0,False
http://www.ufcstats.com/fighter-details/ccf5dc41417e9daf,Juan,Espino,El Guapo,76.0,250.0,82.0,,10,1,0,False
http://www.ufcstats.com/fighter-details/215a70f073a7b726,Jordan,Espinosa,,66.0,125.0,69.0,Orthodox,15,7,0,False
http://www.ufcstats.com/fighter-details/411539901068522f,Jodie,Esquibel,,61.0,115.0,64.0,Orthodox,6,6,0,False
http://www.ufcstats.com/fighter-details/33011768c3c4dc9a,Terry,Etim,,73.0,155.0,73.0,Orthodox,16,5,0,False
http://www.ufcstats.com/fighter-details/8d5daf67983b65ba,Fred,Ettish,,72.0,180.0,,Southpaw,1,1,0,False
http://www.ufcstats.com/fighter-details/74b5736f1df40be3,Scott,Ettling,,,135.0,,,4,2,0,False
http://www.ufcstats.com/fighter-details/4234f0097c83fa62,Sijara,Eubanks,Sarj,64.0,135.0,67.0,Orthodox,6,4,0,False
http://www.ufcstats.com/fighter-details/9766ed20b68c7c33,Billy,Evangelista,,68.0,155.0,68.0,Orthodox,13,3,0,False
http://www.ufcstats.com/fighter-details/ee779c43a8926d52,Rashad,Evans,Suga,72.0,205.0,75.0,Orthodox,19,8,1,False
http://www.ufcstats.com/fighter-details/d3de4a24f7eefac8,Doug,Evans,,69.0,155.0,,Orthodox,13,10,0,False
http://www.ufcstats.com/fighter-details/fc6e681bf6658faf,Ashlee,Evans-Smith,Rebel Girl,68.0,125.0,67.0,Orthodox,6,4,0,False
http://www.ufcstats.com/fighter-details/dd8aec6de7035943,Dan,Evensen,The Viking,75.0,250.0,,Orthodox,11,4,0,False
http://www.ufcstats.com/fighter-details/b12a1d19ee383b7c,Tonya,Evinger,Triple Threat,67.0,135.0,70.0,Orthodox,19,8,0,False
http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,Movsar,Evloev,,67.0,145.0,72.0,Orthodox,12,0,0,False
http://www.ufcstats.com/fighter-details/5f6f049d54728e88,Andre,Ewell,Mr. Highlight,68.0,135.0,75.0,Southpaw,16,6,0,False
http://www.ufcstats.com/fighter-details/0798f558681d0eb5,Neal,Ewing,,,185.0,,,6,0,0,False
http://www.ufcstats.com/fighter-details/f72465a784c1b084,Jessica,Eye,Evil,66.0,125.0,66.0,Orthodox,15,8,0,False
http://www.ufcstats.com/fighter-details/6224e8d0a34264eb,Edward,Faaloloto,,,155.0,70.0,,2,5,0,False
http://www.ufcstats.com/fighter-details/78114b7199cef90c,Urijah,Faber,The California Kid,66.0,135.0,67.0,Orthodox,35,11,0,False
http://www.ufcstats.com/fighter-details/8c020156779f7888,Melinda,Fabian,,66.0,125.0,66.0,,4,4,2,False
http://www.ufcstats.com/fighter-details/40389d39a92f5bfa,Wagnney,Fabiano,The Silencer,66.0,145.0,69.0,Southpaw,16,4,0,False
http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,Bartosz,Fabinski,The Butcher,72.0,170.0,75.0,Orthodox,14,3,0,False
http://www.ufcstats.com/fighter-details/453ee00c3e1ae9dd,Ron,Faircloth,,69.0,205.0,,Orthodox,33,20,0,False
http://www.ufcstats.com/fighter-details/adea9f0090aa8e14,Jason,Fairn,,73.0,230.0,,,4,5,0,False
http://www.ufcstats.com/fighter-details/862b0b3375aa4b6e,Zarah,Fairn,Infinite,68.0,145.0,72.0,Orthodox,6,4,0,False
http://www.ufcstats.com/fighter-details/d58478ded5534695,Maiquel,Falcao,Big Rig,71.0,185.0,,Orthodox,37,10,0,False
http://www.ufcstats.com/fighter-details/91d73ee59347ac16,Brodie,Farber,,73.0,170.0,,Orthodox,16,7,0,False
http://www.ufcstats.com/fighter-details/04e9955f33e0c267,Joao Paulo,Faria,,69.0,155.0,,,1,1,0,False
http://www.ufcstats.com/fighter-details/27b164b0d1833df0,Kalindra,Faria,,67.0,125.0,,Switch,18,8,1,False
http://www.ufcstats.com/fighter-details/49c7236c737d7e59,Chance,Farrar,,69.0,145.0,,Southpaw,8,3,0,False
http://www.ufcstats.com/fighter-details/f89e6e66b9b112de,Rico,Farrington,The Triggerman,76.0,170.0,79.0,Southpaw,7,3,0,False
http://www.ufcstats.com/fighter-details/9c42a0de8e012870,Kelly,Faszholz,,68.0,135.0,,Orthodox,4,2,0,False
http://www.ufcstats.com/fighter-details/5af26b3201690d29,Rodney,Faverus,,72.0,215.0,,Southpaw,25,20,3,False
http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,Paul,Felder,The Irish Dragon,71.0,155.0,70.0,Orthodox,17,5,0,False
http://www.ufcstats.com/fighter-details/a2ea77e974c5889f,Carlos,Felipe,Boi,72.0,245.0,75.0,Orthodox,8,1,0,False
http://www.ufcstats.com/fighter-details/954e3f4e2b0e6510,JP,Felty,,,170.0,,,4,5,0,False
http://www.ufcstats.com/fighter-details/27541033b97c076d,Kevin,Ferguson,Kimbo Slice,74.0,235.0,77.0,Orthodox,5,2,0,False
http://www.ufcstats.com/fighter-details/15f4550e017f6c7d,Rhadi,Ferguson,,67.0,205.0,,,3,0,0,False
http://www.ufcstats.com/fighter-details/22a92d7f62195791,Tony,Ferguson,El Cucuy,71.0,155.0,76.0,Orthodox,26,4,0,False
http://www.ufcstats.com/fighter-details/b0f316c60f8d3b47,Josh,Ferguson,Taz,65.0,125.0,,Orthodox,10,5,0,False
http://www.ufcstats.com/fighter-details/979f7edbb6980b0d,CJ,Fernandes,,74.0,170.0,,,14,8,3,False
http://www.ufcstats.com/fighter-details/cbc071cb20ea59c7,Bibiano,Fernandes,,67.0,139.0,,Orthodox,20,3,0,False
http://www.ufcstats.com/fighter-details/28ba5f27e473420c,Alexandre,Ferreira,Cacareco,67.0,205.0,,Orthodox,18,6,0,False
http://www.ufcstats.com/fighter-details/dbc17725b887860a,Cezar,Ferreira,Mutante,73.0,185.0,78.0,Southpaw,13,8,0,False
http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Diego,Ferreira,,69.0,155.0,74.0,Orthodox,17,2,0,False
http://www.ufcstats.com/fighter-details/977081bc01197656,Scott,Ferrozzo,The Pitbull,71.0,323.0,,Orthodox,4,2,0,False
http://www.ufcstats.com/fighter-details/8c21eb9fd7c4c203,Timo,Feucht,,75.0,205.0,79.0,Orthodox,8,1,0,False
http://www.ufcstats.com/fighter-details/d814f5192e58fb2f,Drew,Fickett,The Master,70.0,155.0,70.0,Orthodox,42,21,0,False
http://www.ufcstats.com/fighter-details/0ec821423baa26bd,Scott,Fiedler,,76.0,235.0,,Orthodox,0,1,0,False
http://www.ufcstats.com/fighter-details/6e380a4d73ab4f0e,Ron,Fields,Killing,74.0,200.0,,Orthodox,28,32,1,False
http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson,Figueiredo,Deus da Guerra,65.0,125.0,68.0,Orthodox,19,1,0,True
http://www.ufcstats.com/fighter-details/daff32bc96d1eabf,Anthony,Figueroa,,64.0,135.0,,Orthodox,11,8,1,False
http://www.ufcstats.com/fighter-details/bbfca6d5c27d9cd8,Edwin,Figueroa,El Feroz,67.0,135.0,69.0,Orthodox,9,5,0,False
http://www.ufcstats.com/fighter-details/2abdead94ce73552,Paulo,Filho,,68.0,185.0,,Southpaw,23,6,3,False
http://www.ufcstats.com/fighter-details/8fd808923cffff82,Andre,Fili,Touchy,71.0,145.0,74.0,Orthodox,21,7,0,False
http://www.ufcstats.com/fighter-details/c32fb8c0f6471a4d,Mirko,Filipovic,Cro Cop,74.0,230.0,73.0,Southpaw,35,11,2,False
http://www.ufcstats.com/fighter-details/997b4f52f76a0b53,Brady,Fink,,72.0,183.0,,Orthodox,2,3,0,False
http://www.ufcstats.com/fighter-details/0496cdac0bc9edd8,Jesse,Finney,,72.0,170.0,,,5,1,0,False
http://www.ufcstats.com/fighter-details/3317823959d32a05,Jan,Finney,Cuddles,68.0,135.0,,Orthodox,11,12,0,False
http://www.ufcstats.com/fighter-details/9583662df31d943f,Luigi,Fioravanti,,68.0,170.0,70.0,Orthodox,26,15,0,False
http://www.ufcstats.com/fighter-details/16d09e800ad7ec79,Luiz,Firmino,Buscape,66.0,154.0,,Orthodox,19,8,0,False
http://www.ufcstats.com/fighter-details/f34312c2ccfa0e00,Spencer,Fisher,The King,67.0,155.0,68.0,Southpaw,24,9,0,False
http://www.ufcstats.com/fighter-details/bebb4ae55ac2bf6f,Chris,Fishgold,,68.0,145.0,68.0,Orthodox,18,4,1,False
http://www.ufcstats.com/fighter-details/5517bd590dbbe1f8,Bryanna,Fissori,,64.0,145.0,,,2,4,0,False
http://www.ufcstats.com/fighter-details/6f018c039b4d5d80,Jon,Fitch,,72.0,170.0,74.0,Orthodox,30,7,1,False
http://www.ufcstats.com/fighter-details/c814b4c899793af6,Rafael,Fiziev,Ataman,68.0,155.0,71.0,Switch,8,1,0,False
http://www.ufcstats.com/fighter-details/7d09200f6a77b20e,Colin,Fletcher,The Freakshow,74.0,155.0,,Orthodox,14,8,0,False
http://www.ufcstats.com/fighter-details/b5f44dcb863f595b,Luke,Flores,,73.0,155.0,,Southpaw,9,1,0,False
http://www.ufcstats.com/fighter-details/4bb0f74d5e26f89a,Ty,Flores,Big Medicine,75.0,205.0,76.0,Switch,7,2,0,False
http://www.ufcstats.com/fighter-details/d23d5960ac5e117c,Alejandro,Flores,El Gallito,70.0,145.0,,,10,2,0,False
http://www.ufcstats.com/fighter-details/cb139171ed1b69fe,Kenny,Florian,KenFlo,70.0,145.0,74.0,Southpaw,14,6,0,False
http://www.ufcstats.com/fighter-details/8164250600b7c91b,Cody,Floyd,,,,,,2,0,0,False
http://www.ufcstats.com/fighter-details/c97fc5fbf7d32b8a,Bobby,Flynn,,,170.0,,,6,4,0,False
http://www.ufcstats.com/fighter-details/01d2ed8c502e3828,Caros,Fodor,The Future,69.0,155.0,74.0,Orthodox,11,6,0,False
http://www.ufcstats.com/fighter-details/fa534853eb195270,Mal,Foki,Twin Tiger,67.0,220.0,,Orthodox,5,5,0,False
http://www.ufcstats.com/fighter-details/5de61b03868035ff,Matt,Foki,Twin Tiger,67.0,220.0,,Orthodox,5,4,0,False
http://www.ufcstats.com/fighter-details/0adf1aacda5e26ac,AJ,Fonseca,,64.0,145.0,,,5,4,0,False
http://www.ufcstats.com/fighter-details/05339613bf8e9808,Rob,Font,,68.0,135.0,71.0,Orthodox,17,4,0,False
http://www.ufcstats.com/fighter-details/7a82635ffa9b59fe,Claudionor,Fontinelle,,65.0,185.0,,Orthodox,10,15,1,False
http://www.ufcstats.com/fighter-details/947eccadb72f4f6f,Jesse,Forbes,Kid Hercules,74.0,185.0,75.0,Southpaw,15,5,0,False
http://www.ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,Sterling,Ford,,70.0,155.0,,,15,7,0,False
http://www.ufcstats.com/fighter-details/5340123d826ceadb,Codale,Ford,Crunch Time,69.0,170.0,,,11,9,0,False
http://www.ufcstats.com/fighter-details/b102c26727306ab6,Jussier,Formiga,,65.0,125.0,67.0,Orthodox,23,8,0,False
http://www.ufcstats.com/fighter-details/44bc27bfa76dcd9e,Renee,Forte,,67.0,155.0,71.0,Orthodox,8,4,0,False
http://www.ufcstats.com/fighter-details/d761b3766e38c5db,Marcel,Fortuna,,73.0,205.0,74.0,Orthodox,9,3,0,False
http://www.ufcstats.com/fighter-details/3dc3022232b79c7a,Brian,Foster,The Foster Boy,69.0,170.0,71.0,Orthodox,27,10,0,False
http://www.ufcstats.com/fighter-details/ec33146e43e58933,Xavier,Foupa-Pokam,Professor X,73.0,185.0,,Open Stance,32,22,0,False
http://www.ufcstats.com/fighter-details/d745d4146be48679,Mason,Fowler,,71.0,170.0,,,2,0,0,False
http://www.ufcstats.com/fighter-details/f65a0eb902f9476b,Brandon,Foxworth,,71.0,145.0,,Orthodox,18,4,0,False
http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Hermes,Franca,,66.0,155.0,71.0,Orthodox,24,17,0,False
http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21,Glaico,Franca Moreira,Nego,72.0,155.0,77.0,Orthodox,15,5,0,False
http://www.ufcstats.com/fighter-details/ecfdbf38681a59ba,Francisco,France,Kiko,72.0,205.0,,,13,5,1,False
http://www.ufcstats.com/fighter-details/b9532d815060de7f,John,Franchi,,66.0,145.0,67.0,Orthodox,6,2,0,False
http://www.ufcstats.com/fighter-details/d897897060f10a3a,Rich,Franklin,Ace,73.0,185.0,76.0,Southpaw,29,7,0,False
http://www.ufcstats.com/fighter-details/040d3b4c735541aa,Zoila,Frausto,Warrior Princess,64.0,135.0,,Orthodox,13,5,0,False
http://www.ufcstats.com/fighter-details/d3711d3784b76255,Zane,Frazier,Nasty,77.0,250.0,,Orthodox,4,11,0,False
http://www.ufcstats.com/fighter-details/3beeeafcbc8b4cbc,Gary,Frazier,,72.0,245.0,,Orthodox,3,3,0,False
http://www.ufcstats.com/fighter-details/78863e4a28204a6b,Justin,Frazier,The Grizzly Bear,72.0,265.0,75.0,Southpaw,10,3,0,False
http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5,Ian,Freeman,The Machine,71.0,225.0,,Orthodox,20,7,1,False
http://www.ufcstats.com/fighter-details/5870bd1eadf4f322,Jason,Freeman,,74.0,225.0,,,6,4,0,False
http://www.ufcstats.com/fighter-details/f1f37d667bcd0d27,Willamy,Freire,Chiquerim,68.0,155.0,,,26,6,0,False
http://www.ufcstats.com/fighter-details/98a58c26c5b1ed17,Patricio,Freire,Pitbull,65.0,145.0,65.0,,26,4,0,False
http://www.ufcstats.com/fighter-details/90e6dde9113830bd,Patricky,Freire,Pitbull,67.0,155.0,71.0,,17,8,0,False
http://www.ufcstats.com/fighter-details/a47e9ec288c91067,Jeremy,Freitag,,73.0,205.0,,,6,10,0,False
http://www.ufcstats.com/fighter-details/14b9e0f2679a2205,Rafael,Freitas,Capoeira,,205.0,,Orthodox,3,6,0,False
http://www.ufcstats.com/fighter-details/9aa56f004b2bca07,Donavon,Frelow,,67.0,135.0,,Orthodox,6,3,0,False
http://www.ufcstats.com/fighter-details/73321668ff977f1b,Clay,French,,67.0,161.0,,Southpaw,19,7,0,False
http://www.ufcstats.com/fighter-details/756f45905fb20cb5,Mike,French,,70.0,145.0,,,9,10,0,False
http://www.ufcstats.com/fighter-details/dccb63727f2f5f74,Matt,Frevola,The SteamRolla,69.0,155.0,71.0,Orthodox,8,1,1,False
http://www.ufcstats.com/fighter-details/d05cb1e8d1b885d8,Jinh Yu,Frey,,63.0,115.0,65.0,Southpaw,9,5,0,False
http://www.ufcstats.com/fighter-details/ee704df0afd74558,Artem,Frolov,,70.0,185.0,,,11,0,0,False
http://www.ufcstats.com/fighter-details/1641ef250e9de19b,Sarah,Frota,A Treta,66.0,125.0,69.0,Southpaw,9,2,0,False
http://www.ufcstats.com/fighter-details/271fe91f4ba9d2c5,Don,Frye,The Predator,73.0,219.0,,Orthodox,20,9,1,False
http://www.ufcstats.com/fighter-details/253de74457bd6374,Tony,Fryklund,The Freak,72.0,185.0,,Orthodox,14,9,1,False
http://www.ufcstats.com/fighter-details/c3c38c86f5ab9b5c,Jesse,Fujarczyk,The Ronin,76.0,225.0,,Southpaw,2,2,0,False
http://www.ufcstats.com/fighter-details/d71d968dc6ecfdaf,Katsuhisa,Fujii,Shamoji,72.0,205.0,,Orthodox,9,18,1,False
http://www.ufcstats.com/fighter-details/fb6c531726447ff3,Megumi,Fujii,Mega Megu,63.0,113.0,,,26,3,0,False
http://www.ufcstats.com/fighter-details/b1605ea39fba6af6,Kazuyuki,Fujita,Ironhead,72.0,235.0,,Orthodox,15,12,0,False
http://www.ufcstats.com/fighter-details/ccd58ff71e260ed5,Keisuke,Fujiwara,,66.0,139.0,,Switch,17,12,5,False
http://www.ufcstats.com/fighter-details/7c35f869033901ae,Riki,Fukuda,,72.0,185.0,73.0,Southpaw,24,9,0,False
http://www.ufcstats.com/fighter-details/4638cc6479cc0afe,Masio,Fullen,Lobo,70.0,145.0,70.0,Orthodox,11,7,0,False
http://www.ufcstats.com/fighter-details/911fb265462f0d94,Travis,Fulton,The Ironman,72.0,240.0,,Orthodox,253,53,10,False
http://www.ufcstats.com/fighter-details/1f5f75658551f2d3,Sam,Fulton,,,,,,0,2,0,False
http://www.ufcstats.com/fighter-details/aa3153a9941b4d44,Masakatsu,Funaki,,72.0,185.0,,Southpaw,39,13,2,False
http://www.ufcstats.com/fighter-details/e9e1acc96536bb4f,Ricardo,Funch,Golden Boy,70.0,170.0,74.0,Southpaw,9,6,0,False
http://www.ufcstats.com/fighter-details/c3e2eca94b2320bc,Katsuaki,Furuki,,72.0,168.0,,,1,1,0,False
http://www.ufcstats.com/fighter-details/fcd8b623892b9a10,James,Gabert,,,178.0,,,6,4,0,False
http://www.ufcstats.com/fighter-details/fe98f86284a6eeb3,Gustavo,Gabriel,,66.0,125.0,,Orthodox,13,1,0,False
http://www.ufcstats.com/fighter-details/ec34349e7dffcde7,Claudia,Gadelha,Claudinha,64.0,115.0,63.0,Orthodox,18,4,0,False
http://www.ufcstats.com/fighter-details/a7a79b8efbceaaac,Alavutdin,Gadjiev,,74.0,185.0,,Orthodox,18,13,1,False
http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,Justin,Gaethje,The Highlight,71.0,155.0,70.0,Orthodox,22,2,0,True
http://www.ufcstats.com/fighter-details/837d30395faca41e,Sheila,Gaff,The German Tank,65.0,135.0,,Orthodox,9,7,0,False
http://www.ufcstats.com/fighter-details/a54660deb6a8489c,Muin,Gafurov,Tajik,67.0,135.0,,,16,2,0,False
http://www.ufcstats.com/fighter-details/b8592b4a383696cd,Mitch,Gagnon,,65.0,135.0,65.0,Southpaw,12,5,0,False
http://www.ufcstats.com/fighter-details/8e6cfbd455f0f9c2,Brandon,Gaines,,75.0,185.0,,,5,21,0,False
http://www.ufcstats.com/fighter-details/06dc1a58663579d2,Travis,Galbraith,The Gladiator,72.0,170.0,,Orthodox,18,7,0,False
http://www.ufcstats.com/fighter-details/0876d21328cf4a45,Dave,Galera,Scarecrow,71.0,135.0,,Orthodox,5,1,0,False
http://www.ufcstats.com/fighter-details/8a1b4330c7957961,Zelg,Galesic,Benkei,74.0,185.0,,Orthodox,11,9,0,False
http://www.ufcstats.com/fighter-details/9e50097a89442158,Mickey,Gall,,74.0,170.0,74.0,Switch,6,3,0,False
http://www.ufcstats.com/fighter-details/96706c75a2b14164,Daniel,Gallemore,Big Kansas,77.0,265.0,,,7,3,0,False
http://www.ufcstats.com/fighter-details/cc81c92fe2254935,Tom,Gallicchio,Da Tank,70.0,170.0,,Southpaw,19,10,0,False
http://www.ufcstats.com/fighter-details/7e654edcddd71550,Turrell,Galloway,,63.0,145.0,,,8,6,0,False
http://www.ufcstats.com/fighter-details/ad3fdba28a7540cf,Eric,Galvan,,,155.0,,,0,0,0,False
http://www.ufcstats.com/fighter-details/45fe6765c56d8018,Andre,Galvao,,67.0,168.0,,Orthodox,5,2,0,False
http://www.ufcstats.com/fighter-details/e15d0a2519d6a0b5,Marcos,Galvao,Loro,67.0,135.0,,Orthodox,18,8,1,False
http://www.ufcstats.com/fighter-details/289a3b69b85da7cd,Lucas,Gamaza,,,170.0,,,8,4,0,False
http://www.ufcstats.com/fighter-details/10559c53de0b950e,Joey,Gambino,The Raging Warrior,67.0,145.0,,Orthodox,9,2,0,False
http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a,Manvel,Gamburyan,The Anvil,65.0,135.0,67.0,Orthodox,15,10,0,False
http://www.ufcstats.com/fighter-details/0d980975001ae3d8,Shamil,Gamzatov,,74.0,205.0,76.0,Orthodox,14,0,0,False
http://www.ufcstats.com/fighter-details/41904fc4d3f5bffc,Ariel,Gandulla,,71.0,205.0,,Orthodox,7,9,0,False
http://www.ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl,Gane,Bon Gamin,76.0,245.0,81.0,Orthodox,6,0,0,False
http://www.ufcstats.com/fighter-details/6d7886b094b471ac,Sean,Gannon,The Cannon,75.0,265.0,,Southpaw,2,1,0,False
http://www.ufcstats.com/fighter-details/7bde387d50829adf,Eduardo,Garagorri,,69.0,145.0,70.0,Orthodox,13,1,0,False
http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,Cody,Garbrandt,No Love,68.0,135.0,65.0,Orthodox,12,3,0,False
http://www.ufcstats.com/fighter-details/917e53fa0adea0d3,Leonard,Garcia,Bad Boy,70.0,145.0,68.0,Orthodox,18,13,1,False
http://www.ufcstats.com/fighter-details/8d49545dadf9b919,Edgar,Garcia,,70.0,170.0,71.0,Orthodox,14,5,0,False
http://www.ufcstats.com/fighter-details/e5dc36e0aba7e9da,Alejandro,Garcia,Alex,67.0,145.0,,,14,10,0,False
http://www.ufcstats.com/fighter-details/a2b12c3f3d60ff69,Alex,Garcia,The Dominican Nightmare,69.0,170.0,72.0,Orthodox,15,6,0,False
http://www.ufcstats.com/fighter-details/8a04d94dfcfab159,Nick,Garcia,Nitro,64.0,125.0,,,8,3,0,False
http://www.ufcstats.com/fighter-details/97cf1a2c7c5e7889,Steve,Garcia,Mean Machine,72.0,155.0,75.0,Southpaw,11,4,0,False
http://www.ufcstats.com/fighter-details/ac5a7400da3a9a41,Elias,Garcia,,65.0,125.0,67.0,Southpaw,6,2,0,False
http://www.ufcstats.com/fighter-details/4f7e290e71d60f87,Rulon,Gardner,,75.0,265.0,,Orthodox,1,0,0,False
http://www.ufcstats.com/fighter-details/70167689d6a01793,David,Gardner,,71.0,155.0,,Orthodox,18,21,0,False
http://www.ufcstats.com/fighter-details/8e5bfd4e82352340,Pablo,Garza,The Scarecrow,73.0,145.0,73.0,Orthodox,12,4,0,False
http://www.ufcstats.com/fighter-details/a1b0715c4fd2dbd3,Azamat,Gashimov,,66.0,125.0,,Orthodox,8,3,0,False
http://www.ufcstats.com/fighter-details/e4770d5ed44a3970,Brian,Gassaway,,73.0,170.0,,Orthodox,29,20,2,False
http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Kelvin,Gastelum,,69.0,185.0,71.0,Southpaw,16,6,0,False
http://www.ufcstats.com/fighter-details/6ded9184b2284645,Willie,Gates,,68.0,125.0,72.0,Orthodox,12,7,0,False
http://www.ufcstats.com/fighter-details/a4a80dd7336ffd59,Melissa,Gatto,,65.0,135.0,,Orthodox,6,0,2,False
http://www.ufcstats.com/fighter-details/b72a60a0cadff408,Louis,Gaudinot,Goodnight,63.0,125.0,63.0,Orthodox,8,4,0,False
http://www.ufcstats.com/fighter-details/effd0b70e6749ab2,Charlene,Gellner,Princess,62.0,125.0,,,0,4,0,False
http://www.ufcstats.com/fighter-details/14e797332ea32cdb,Chad,George,Savage,66.0,135.0,68.0,Southpaw,16,8,0,False
http://www.ufcstats.com/fighter-details/2f1700b3a4a09bc7,Paul,Georgieff,,74.0,170.0,,Orthodox,6,2,0,False
http://www.ufcstats.com/fighter-details/15edcf67ccf5be84,Brian,Geraghty,Duke,67.0,155.0,,Orthodox,26,18,1,False
http://www.ufcstats.com/fighter-details/42883268854b78be,Derek,Getzel,The Pretzel,72.0,155.0,,,8,5,0,False
http://www.ufcstats.com/fighter-details/2db0c114414d4f06,Karine,Gevorgyan,The Princess,64.0,125.0,63.0,,3,3,0,False
http://www.ufcstats.com/fighter-details/a24e080000fa7a35,Darrel,Gholar,,68.0,194.0,,Orthodox,5,6,0,False
http://www.ufcstats.com/fighter-details/cb6783c39c01d896,Tiki,Ghosn,,70.0,170.0,,Orthodox,10,7,1,False
http://www.ufcstats.com/fighter-details/de45aaae23dfa392,Christos,Giagos,The Spartan,70.0,155.0,71.0,Orthodox,17,8,0,False
http://www.ufcstats.com/fighter-details/946db8a378903cc3,Joe,Giannetti,,72.0,155.0,74.0,Southpaw,6,1,0,False
http://www.ufcstats.com/fighter-details/96a221341035b701,Nick,Gibbons,,70.0,155.0,,,2,1,0,False
http://www.ufcstats.com/fighter-details/f74e037b97917027,James,Giboo,,71.0,170.0,,Orthodox,13,5,0,False
http://www.ufcstats.com/fighter-details/63eedfcc73071d41,Lance,Gibson,Fearless,69.0,185.0,,Orthodox,4,5,0,False
http://www.ufcstats.com/fighter-details/69db199087a1a792,Lee,Gibson,Lethal,67.0,155.0,,,12,4,0,False
http://www.ufcstats.com/fighter-details/700a674c042b7a96,Cody,Gibson,The Renegade,70.0,135.0,71.0,Orthodox,15,7,0,False
